OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
2023,AK-CYFO-RW-22686,,No,,AK_CentralYukonFO_2024,122,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,3612.9449112,,,65.76814392,-150.9315481,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",c2a45f17-81ed-40a1-9eea-e2fb2f7201e9,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:33 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:33 AM,-150.9315481,65.7681439200001
2024,AK-CYFO-RW-22687,,No,,AK_CentralYukonFO_2024,123,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,3567.7584528,,,67.04209507,-149.1605313,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",0c3cc261-ebd8-4d81-8082-2d93c000b7bb,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:34 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:34 AM,-149.1605313,67.0420950700001
2025,AK-CYFO-RW-22688,,No,,AK_CentralYukonFO_2024,124,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1358.5989648,,,66.09610591,-150.6233812,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",d4492189-e7f1-4ca5-ab8b-061ced050cc1,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:35 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:35 AM,-150.6233812,66.0961059100001
2026,AK-CYFO-RW-22689,,No,,AK_CentralYukonFO_2024,125,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,813.1183932,,,65.12882293,-155.583928,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",97edfd50-0a65-4689-a79d-eb32fc79b6dd,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:37 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:37 AM,-155.583928,65.1288229300001
2027,AK-CYFO-RW-22690,,No,,AK_CentralYukonFO_2024,126,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,826.90398672,,,65.98158217,-152.1294866,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",7e334ad3-ab68-425e-964c-fc5c11aa3119,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:38 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:38 AM,-152.1294866,65.9815821700001
2028,AK-CYFO-RW-22691,,No,,AK_CentralYukonFO_2024,127,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,475.051638,,,65.89277108,-150.1022957,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",66013206-ed80-4308-8c80-308ebbb76c0d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:40 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:40 AM,-150.1022957,65.89277108
2029,AK-CYFO-RW-22692,,No,,AK_CentralYukonFO_2024,128,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2015.0329116,,,66.75100235,-150.2234121,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",02a7505d-154e-475a-8b1a-1de4dec3da01,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:41 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:41 AM,-150.2234121,66.7510023500001
2030,AK-CYFO-RW-22693,,No,,AK_CentralYukonFO_2024,129,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1069.21206384,,,65.34125766,-155.0072326,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",1fa5f82c-9f0e-45d3-8abe-1c733d6904eb,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:43 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:43 AM,-155.0072326,65.3412576600001
2031,AK-CYFO-RW-22694,,No,,AK_CentralYukonFO_2024,130,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,600.74630376,,,65.57759415,-152.3085441,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",a12a3a17-c4d4-4376-887e-bd46d5e7565c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:45 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:45 AM,-152.3085441,65.57759415
2032,AK-CYFO-RW-22695,,No,,AK_CentralYukonFO_2024,131,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,370.74221088,,,65.37260517,-148.7317838,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",31eea92f-b1d9-4eaa-afec-bced85f757d8,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:46 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:46 AM,-148.7317838,65.37260517
2033,AK-CYFO-RW-22696,,No,,AK_CentralYukonFO_2024,132,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2188.5577044,,,65.85859635,-151.7237967,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",e732ca69-6ab8-41a6-b410-f456d32f5f43,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:47 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:47 AM,-151.7237967,65.85859635
2034,AK-CYFO-RW-22697,,No,,AK_CentralYukonFO_2024,133,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1416.95816328,,,65.6836668,-153.8302643,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",06529bbd-a4c0-466e-92f6-34caef68188c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:49 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:49 AM,-153.8302643,65.6836668000001
2035,AK-CYFO-RW-22698,,No,,AK_CentralYukonFO_2024,134,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1405.527528,,,67.17245237,-149.6831676,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",88d7ca32-09d0-4265-aa59-a60f63c8428e,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:51 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:51 AM,-149.6831676,67.17245237
2036,AK-CYFO-RW-22699,,No,,AK_CentralYukonFO_2024,135,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,955.50609744,,,66.00935498,-152.8631845,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",dd8b8038-7859-4171-9456-b1f7a83993f0,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:52 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:52 AM,-152.8631845,66.0093549800001
2037,AK-CYFO-RW-22700,,No,,AK_CentralYukonFO_2024,136,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2151.43774896,,,65.67855271,-150.6444751,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",9d6d3212-1c48-4e2f-8202-42a85d031642,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:54 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:54 AM,-150.6444751,65.6785527100001
2038,AK-CYFO-RW-22701,,No,,AK_CentralYukonFO_2024,137,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,3350.7532176,,,66.88487885,-149.7779004,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",153dcddd-2cb2-4f2c-950b-b90e7fef4aaf,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:55 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:55 AM,-149.7779004,66.8848788500001
2039,AK-CYFO-RW-22702,,No,,AK_CentralYukonFO_2024,138,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1088.6908296,,,65.50400549,-151.6875687,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",426b44ed-1ff6-474b-ae40-a618519d1d68,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:56 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:56 AM,-151.6875687,65.5040054900001
2040,AK-CYFO-RW-22703,,No,,AK_CentralYukonFO_2024,139,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1413.8000652,,,65.02136313,-155.7319855,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",0e22cc4a-0ad9-4dc0-8403-2ec43095ad8e,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:58 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:58 AM,-155.7319855,65.0213631300001
2041,AK-CYFO-RW-22704,,No,,AK_CentralYukonFO_2024,140,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2135.63577576,,,65.83607216,-152.2816697,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",5e88198f-1e3a-410a-a920-b7378a165ed3,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:59 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:15:59 AM,-152.2816697,65.8360721600001
2042,AK-CYFO-RW-22705,,No,,AK_CentralYukonFO_2024,141,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2171.0234688,,,65.56043598,-150.6345726,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",81ccbd69-d2b5-4141-b304-636b363ced1f,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:01 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:01 AM,-150.6345726,65.5604359800001
2043,AK-CYFO-RW-22706,,No,,AK_CentralYukonFO_2024,142,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1568.8637964,,,66.62670342,-150.3273878,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",356b2601-b531-4c57-bda8-5e265be6d0f0,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:03 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:03 AM,-150.3273878,66.6267034200001
2044,AK-CYFO-RW-22707,,No,,AK_CentralYukonFO_2024,143,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2250.70622688,,,64.96682196,-155.6672288,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",673a25ab-7715-4388-b919-dcb1903ff672,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:04 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:04 AM,-155.6672288,64.9668219600001
2045,AK-CYFO-RW-22708,,No,,AK_CentralYukonFO_2024,144,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1745.37214872,,,65.73577716,-151.8230548,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",76ab0898-b40b-4223-82e2-078e4993198d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:06 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:06 AM,-151.8230548,65.7357771600001
2046,AK-CYFO-RW-22709,,No,,AK_CentralYukonFO_2024,145,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1155.58010808,,,66.85099916,-150.9144269,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",d2bb10df-4e89-45b7-b24c-7e9ad960d1c3,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:07 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:07 AM,-150.9144269,66.8509991600001
2047,AK-CYFO-RW-22710,,No,,AK_CentralYukonFO_2024,146,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1554.35741112,,,66.22642479,-150.9160089,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",9cee3bc7-cee8-4ba7-9a43-e85326ad3f79,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:09 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:09 AM,-150.9160089,66.2264247900001
2048,AK-CYFO-RW-22711,,No,,AK_CentralYukonFO_2024,147,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1113.8168364,,,65.7850413,-153.3960285,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",603f408c-fcb8-4268-a3be-aa94d1501b64,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:10 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:10 AM,-153.3960285,65.7850413
2049,AK-CYFO-RW-22712,,No,,AK_CentralYukonFO_2024,148,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2886.5019732,,,67.07483628,-149.5052307,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",0c740250-6e51-4959-95b5-d9d89f7910cb,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:11 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:11 AM,-149.5052307,67.0748362800001
2050,AK-CYFO-RW-22713,,No,,AK_CentralYukonFO_2024,149,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1116.71279856,,,65.50652745,-151.0753528,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",fd662b99-1513-459c-aee7-c49e47ffc45e,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:13 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:13 AM,-151.0753528,65.5065274500001
2051,AK-CYFO-RW-22714,,No,,AK_CentralYukonFO_2024,150,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2048.2165632,,,65.42556583,-151.6795776,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",5cb89d5f-8bc1-42ca-9cef-9f064bc59813,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:14 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:14 AM,-151.6795776,65.42556583
2052,AK-CYFO-RW-22715,,No,,AK_CentralYukonFO_2024,151,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,876.56348784,,,65.64175768,-152.6508771,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",75620a7f-ab62-4cd7-bc7b-03c406a12806,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:16 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:16 AM,-152.6508771,65.6417576800001
2053,AK-CYFO-RW-22716,,No,,AK_CentralYukonFO_2024,152,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1878.99093072,,,66.49922887,-150.5438575,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",b54580e0-63a0-4534-97a9-aa8293c6c889,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:18 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:18 AM,-150.5438575,66.4992288700001
2054,AK-CYFO-RW-22717,,No,,AK_CentralYukonFO_2024,153,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1692.66609672,,,65.26983777,-154.8846228,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",8b1f7ffe-f0e1-4527-9fcb-b072568156d2,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:19 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:19 AM,-154.8846228,65.26983777
2055,AK-CYFO-RW-22718,,No,,AK_CentralYukonFO_2024,154,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1303.5044904,,,65.60009506,-151.7531504,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",77cad8ee-f273-43ba-a57b-1e6cfc557ac2,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:21 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:21 AM,-151.7531504,65.6000950600001
2056,AK-CYFO-RW-22719,,No,,AK_CentralYukonFO_2024,155,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2325.8608248,,,66.99064404,-150.3558568,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",ef451a87-bd3c-440d-bfcc-0bfb708fe6ef,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:22 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:22 AM,-150.3558568,66.9906440400001
2057,AK-CYFO-RW-22720,,No,,AK_CentralYukonFO_2024,156,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1799.35443192,,,66.0925357,-150.7355207,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",1f5eb6d3-499d-4fb3-b9fa-7c6135960a53,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:24 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:24 AM,-150.7355207,66.0925357
2058,AK-CYFO-RW-22721,,No,,AK_CentralYukonFO_2024,157,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1165.11575328,,,65.70623567,-153.3856893,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",a14a8f4f-e0d5-49d4-9089-fc137d037e45,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:25 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:25 AM,-153.3856893,65.7062356700001
2059,AK-CYFO-RW-22722,,No,,AK_CentralYukonFO_2024,158,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,1872.55072032,,,65.88676697,-150.9420908,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",1f390b69-8cdd-416a-8073-1d3156ac9ca0,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:27 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:27 AM,-150.9420908,65.8867669700001
2060,AK-CYFO-RW-22723,,No,,AK_CentralYukonFO_2024,159,Random,Over,AK_CYFO_2022_Ray Mountains,,CENTRAL YUKON FIELD OFFICE,FAIRBANKS DISTRICT OFFICE,AK,AK,AK,Yukon-Koyukuk Census Area,Alaska,X,2162.588532,,,67.18345278,-149.2259653,,Random - Oversample,,,,,,,,,,,Tablet GPS and photos,Note: do not collect Gap or Soil Stability in 2024,Erin Julianus,,,Yes,No,No,"active layer depth, lichen cover/utilization",4bd9c989-8678-48ba-a35d-f27ec2301c11,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:28 AM,jascott@blm.gov_BLM_EGIS,4/6/2024 4:16:28 AM,-149.2259653,67.18345278
