objectid,GlobalID,AdminState,Plot ID,Plot Key,ProjectName,Office,Crew Number,Date,DateFormat,Observer,Recorder,Person checking values,Person recording values,Comments,Plot Layout,PlotLayoutNotes,Plot Shape,Plot Area,Plot Radius,Plot Length,Plot Width,Are Plant Species Present?,Search Time,All Unknown Codes used,All Species in the form,CreationDate,Creator,EditDate,Editor,AllSpeciesCheck,x,y
440,deae39fc-1c08-4d86-8b72-e9d6d6a2bf6e,ID,BigWD-098,ID_BFO_LUP_2022_BigWD-098_V2,ID_BFO_LUP_2022,IDB02,04,7/21/2024 18:00,2024-07-21,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,15,AF04129,,07/23/2024 17:25:21.156,sophielieb3,07/23/2024 17:25:21.156,sophielieb3,,-115.7898381,42.08155338
441,9bb44058-ded7-4e0a-8737-4e4dfb14d224,ID,SAFO2023-064,ID_SAFO_LUP_2023_SAFO2023-064_V2,ID_SAFO_LUP_2023,IDI04,01,7/18/2024 18:00,2024-07-18,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,28,"PF01052, PF01053, PF01051, PF01050",,07/23/2024 18:07:50.555,noahduncanreid7,07/23/2024 18:07:50.555,noahduncanreid7,,-113.9651319,45.03654909
442,08f9fcd0-d8bc-4225-97ac-60cb38536f5c,ID,SAFO2023-087,ID_SAFO_LUP_2023_SAFO2023-087_V1,ID_SAFO_LUP_2023,IDI04,01,7/18/2024 18:00,2024-07-18,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,36,PF01055,,07/23/2024 18:07:52.581,noahduncanreid7,07/23/2024 18:07:52.581,noahduncanreid7,,-113.9701634,44.93802868
443,2194a620-0a63-4cfa-a9f2-ec1fdf5a5ad5,ID,SAFO2023-075,ID_SAFO_LUP_2023_SAFO2023-075_V2,ID_SAFO_LUP_2023,IDI04,01,7/20/2024 18:00,2024-07-20,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,23,AF01026,,07/23/2024 18:07:54.819,noahduncanreid7,07/23/2024 18:07:54.819,noahduncanreid7,,-114.0442164,44.80105267
444,caecd5c7-53a9-4a8f-a4b2-07a133e1c941,ID,SAFO2023-072,ID_SAFO_LUP_2023_SAFO2023-072_V2,ID_SAFO_LUP_2023,IDI04,01,7/21/2024 18:00,2024-07-21,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,23,,,07/23/2024 18:07:56.965,noahduncanreid7,07/23/2024 18:07:56.965,noahduncanreid7,,-113.7048311,45.12251289
445,2dfd61f2-fdb0-4563-bf05-d7de6765cd80,ID,SAFO2023-076,ID_SAFO_LUP_2023_SAFO2023-076_V2,ID_SAFO_LUP_2023,IDI04,01,7/16/2024 18:00,2024-07-16,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,18,"PF01047, AF01024",,07/23/2024 18:53:49.008,noahduncanreid7,07/23/2024 18:53:49.008,noahduncanreid7,,-113.8507823,45.14759463
446,a009d4db-1926-434e-b54c-48456ef352d3,ID,SAFO2023-055,ID_SAFO_LUP_2023_SAFO2023-055_V2,ID_SAFO_LUP_2023,IDI04,01,7/17/2024 18:00,2024-07-17,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,21,PF01048,,07/23/2024 18:53:51.458,noahduncanreid7,07/23/2024 18:53:51.458,noahduncanreid7,,-113.8787044,45.02295493
447,8fa3df6a-8079-43c9-b4d3-67f08ab69b0b,ID,SAFO2023-067,ID_SAFO_LUP_2023_SAFO2023-067_V2,ID_SAFO_LUP_2023,IDI04,01,7/19/2024 18:00,2024-07-19,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,23,AF01025,,07/23/2024 18:53:53.478,noahduncanreid7,07/23/2024 18:53:53.478,noahduncanreid7,,-113.9566603,44.83090291
448,e68671b6-ec9a-4d95-8350-05ad5661b2e2,ID,SAFO2023-088,ID_SAFO_LUP_2023_SAFO2023-088_V2,ID_SAFO_LUP_2023,IDI04,01,7/21/2024 18:00,2024-07-21,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,23,AF01025,,07/23/2024 18:53:55.809,noahduncanreid7,07/23/2024 18:53:55.809,noahduncanreid7,,-113.7864133,45.10644459
449,f7db5e92-5615-4f68-b049-7ac19e12f68c,ID,SAFO2023-NR-021,ID_SAFO_LUP_2023_SAFO2023-NR-021_V1,ID_SAFO_LUP_2023,IDI04,01,7/22/2024 18:00,2024-07-22,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,22,,,07/23/2024 18:53:57.751,noahduncanreid7,07/23/2024 18:53:57.751,noahduncanreid7,,-113.8715965,45.26866094
450,88ff638d-e27f-49de-9607-d7b2920720d9,ID,BigWD-2022-080,ID_OFO_LUP_2022_BigWD-2022-080_V1,ID_OFO_LUP_2022,IDB03,07,7/18/2024 18:00,2024-07-18,Rob Wood,Rob Wood,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,07/23/2024 19:52:20.902,robbiewood27,07/23/2024 19:52:20.902,robbiewood27,,-116.7201554,42.12031937
451,a9dc9c71-7225-4a07-bd4b-d95640b5dc4a,ID,BigWD-2022-079,ID_OFO_LUP_2022_BigWD-2022-079_V2,ID_OFO_LUP_2022,IDB03,07,7/19/2024 18:00,2024-07-19,Rob Wood,Vinny Carfagno,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,07/23/2024 19:52:23.090,robbiewood27,07/23/2024 19:52:23.090,robbiewood27,,-116.711756,42.08786387
452,6840ccf9-a89b-451d-896d-74bbc9455d3c,ID,BigWD-2022-077,ID_OFO_LUP_2022_BigWD-2022-077_V2,ID_OFO_LUP_2022,IDB03,07,7/19/2024 18:00,2024-07-19,Rob Wood,Vinny Carfagno,,,,Spoke,,circle,2827.43,30,,,Yes,15,AF07034,,07/23/2024 19:52:24.782,robbiewood27,07/23/2024 19:52:24.782,robbiewood27,,-116.8694132,42.26058361
453,29592301-06bc-4425-ac6c-ed01a2c4a3ca,ID,LowCM-2022-145,ID_OFO_LUP_2022_LowCM-2022-145_V2,ID_OFO_LUP_2022,IDB03,07,7/20/2024 18:00,2024-07-20,Vinny Carfagno,Rob Wood,,,,Spoke,,circle,2827.43,30,,,Yes,15,"AF07035, PF07006, PG07010",,07/23/2024 19:52:26.350,robbiewood27,07/23/2024 19:52:26.350,robbiewood27,,-116.8925337,42.28170348
454,98215a26-52f4-472f-b852-0495abc0fa13,ID,UA-2022-211,ID_OFO_LUP_2022_UA-2022-211_V2,ID_OFO_LUP_2022,IDB03,07,7/21/2024 18:00,2024-07-21,Rob Wood,Vinny Carfagno,,,,Spoke,,circle,2827.43,30,,,Yes,15,PG07011,,07/23/2024 19:52:28.568,robbiewood27,07/23/2024 19:52:28.568,robbiewood27,,-116.7831509,42.20967977
455,59e88838-3b8c-4fbd-979c-8f81f1e4da36,ID,LowWD-2022-NR-006,ID_OFO_LUP_2022_LowWD-2022-NR-006_V1,ID_OFO_LUP_2022,IDB03,07,7/22/2024 18:00,2024-07-22,Rob Wood,Vinny Carfagno,,,,Spoke,,circle,2827.43,30,,,Yes,15,PF07037,,07/23/2024 19:52:31.162,robbiewood27,07/23/2024 19:52:31.162,robbiewood27,,-116.5689947,42.13253019
456,3277d3bf-6a4b-4770-9684-6c730a90072b,ID,USFO2023-081,ID_USFO_LUP_2023_USFO2023-081_V2,ID_USFO_LUP_2023,IDI01,94,7/18/2024 18:00,2024-07-18,Benjamin Lancon,Other,Other,Other,,Spoke,,circle,2827.43,30,,,Yes,18,"AF94024, AF94023, SH94006, PF94025, PF94026, PF94027",,07/23/2024 20:05:36.992,brandon.brown3,07/23/2024 20:05:36.992,brandon.brown3,,-113.0419688,43.19806637
457,65d25f21-3a1d-4d38-8f81-351925e537a5,ID,USFO2023-NR-023,ID_USFO_LUP_2023_USFO2023-NR-023_V1,ID_USFO_LUP_2023,IDI01,94,7/19/2024 18:00,2024-07-19,Rory Swoboda,Other,Other,Other,,Spoke,,circle,2827.43,30,,,Yes,20,"PF94030, PF94029, AF94029, PF94031, AF94028, AF94030, AF94038",,07/23/2024 20:05:39.713,brandon.brown3,07/23/2024 20:05:39.713,brandon.brown3,,-113.0643199,43.29990505
458,e27d51e2-60a1-43b0-a6c0-c8e6611da23d,ID,USFO2023-074,ID_USFO_LUP_2023_USFO2023-074_V2,ID_USFO_LUP_2023,IDI01,94,7/20/2024 18:00,2024-07-20,Benjamin Lancon,Other,Other,Other,,Spoke,,circle,2827.43,30,,,Yes,19,"PF94032, PF94033, AF94031, AF94032, AF94033, AF94034",,07/23/2024 20:05:41.829,brandon.brown3,07/23/2024 20:05:41.829,brandon.brown3,,-113.1494438,43.3076701
459,0482d07e-e375-48a6-a88e-dec922d59e31,ID,LowCM-181,ID_BFO_LUP_2022_LowCM-181_V1,ID_BFO_LUP_2022,IDB02,04,7/19/2024 18:00,2024-07-19,Sophia Lieberman,Sophia Lieberman,Fiona Jordan,Sophia Lieberman,,Spoke,,circle,2827.43,30,,,Yes,22,"AF04120, PF04121, PF04122, PF04119, AF04117, AF04118, PF04124, PF04123",,07/23/2024 20:14:32.909,sophielieb3,07/23/2024 20:14:32.909,sophielieb3,,-115.8186426,42.2952681
460,013e036f-aa49-404f-aca5-05549cadad77,ID,BFO2024-McdonaldCreek-001,ID_BFO_GRSG_2024_BFO2024-McdonaldCreek-001_V1,ID_BFO_GRSG_2024,IDB02,14,7/23/2024 18:00,2024-07-23,Craig Carpenter,Sten Nyssen,,,,Spoke,,circle,2827.43,30,,,Yes,17,,,07/23/2024 22:53:54.883,snyssen@blm.gov_BLM_EGIS,07/23/2024 22:53:54.883,snyssen@blm.gov_BLM_EGIS,,-115.6773408,41.95965328
461,be6d2c26-0acd-41f1-b676-dba76927aef4,ID,LowCM-NR-006,ID_BFO_LUP_2022_LowCM-NR-006_V1,ID_BFO_LUP_2022,IDB02,06,7/18/2024 18:00,2024-07-18,Anjali Shukla,Anjali Shukla,,,,Spoke,,circle,2827.43,30,,,Yes,64,"PF06042, AF06034, AF06032, PF06043, AF06033, PF06044, AF06035, AF06036, PF06045, PF06046",,07/24/2024 18:25:23.743,shukla.anjalirani,07/24/2024 18:25:23.743,shukla.anjalirani,,-116.2899424,42.1593063
462,cd5c8e15-f4ab-4d05-af11-8a98b3f7b596,ID,LowCM-185,ID_BFO_LUP_2022_LowCM-185_V2,ID_BFO_LUP_2022,IDB02,06,7/18/2024 18:00,2024-07-18,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,25,"PF06 (030,031,032,033,034,035,036,037,038,039,040,041)
AF06(030,031)",,07/24/2024 18:25:25.720,shukla.anjalirani,07/24/2024 18:25:25.720,shukla.anjalirani,,-116.296137,42.16405712
463,4b333a28-30a5-40de-8aab-f818f76a4d5a,ID,LowCM-187,ID_BFO_LUP_2022_LowCM-187_V2,ID_BFO_LUP_2022,IDB02,06,7/20/2024 18:00,2024-07-20,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,20,"AG06001, AF06041, AF06042",,07/24/2024 18:25:25.895,shukla.anjalirani,07/24/2024 18:25:25.895,shukla.anjalirani,,-116.2148164,42.28313282
464,92e9b904-fb42-4b97-a51a-d82aef317e59,ID,BasinCM-008,ID_BFO_LUP_2022_BasinCM-008_V2,ID_BFO_LUP_2022,IDB02,06,7/19/2024 18:00,2024-07-19,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,25,"AF06038, AF06037, AF06039, PF06047",,07/24/2024 18:25:29.926,shukla.anjalirani,07/24/2024 18:25:29.926,shukla.anjalirani,,-116.2114745,42.16750908
465,6b784228-ee68-4112-9c38-1c3188146c1d,ID,LowCM-180,ID_BFO_LUP_2022_LowCM-180_V2,ID_BFO_LUP_2022,IDB02,06,7/21/2024 18:00,2024-07-21,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,22,"PF06 (051, 052, 053, 054) 
AF06 (043, 044)",,07/24/2024 18:25:30.508,shukla.anjalirani,07/24/2024 18:25:30.508,shukla.anjalirani,,-115.7669898,42.97200696
466,e6bb452f-5296-4fb9-8987-da626be1c165,ID,BigWD-094,ID_BFO_LUP_2022_BigWD-094_V2,ID_BFO_LUP_2022,IDB02,06,7/21/2024 18:00,2024-07-21,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,30,PF06055,,07/24/2024 18:25:33.498,shukla.anjalirani,07/24/2024 18:25:33.498,shukla.anjalirani,,-115.7367477,42.43583945
467,d197994a-a9b0-48c3-81fd-63a04cdee3d4,ID,BasinCM-007,ID_BFO_LUP_2022_BasinCM-007_V2,ID_BFO_LUP_2022,IDB02,06,7/20/2024 18:00,2024-07-20,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,25,"PF06(049,048,050)
AF06(040)",,07/24/2024 18:25:33.591,shukla.anjalirani,07/24/2024 18:25:33.591,shukla.anjalirani,,-116.2148109,42.28310886
468,0bc4dfb3-0ebe-4495-a624-d7c116a475c7,ID,BigCM-040,ID_BFO_LUP_2022_BigCM-040_V1,ID_BFO_LUP_2022,IDB02,06,7/22/2024 18:00,2024-07-22,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,16,Af06046 pf06056,,07/24/2024 18:25:35.618,shukla.anjalirani,07/24/2024 18:25:35.618,shukla.anjalirani,,-115.9314789,42.26428265
469,d5d57851-68e5-429c-9170-ddc68ae86a9a,ID,BFO2024-ScottTable-005,ID_BFO_GRSG_2024_BFO2024-ScottTable-005_V1,ID_BFO_GRSG_2024,IDB02,14,7/24/2024 18:00,2024-07-24,Craig Carpenter,Emma Jaworski,Jimmy McCray,Emma Jaworski,,Spoke,,circle,2827.43,30,,,Yes,17,,,07/25/2024 15:20:58.626,jmccray@blm.gov_BLM_EGIS,07/25/2024 15:23:05.966,jmccray@blm.gov_BLM_EGIS,,-115.6915337,41.99108246
470,5abbc53c-7728-4f63-b002-7c9b297869ac,ID,FY24-030,ID_BDO_FUELS_TriState_2022_FY24-030_V1,ID_BDO_TriStateFuels_2024,IDB00,18,7/24/2024 18:00,2024-07-24,Quinn Dudley,Malina Higgins,,,,Transverse,"Plot center is 30m from edge of barrow pit. 3 parallel 25m transects, 15m apart. T1 starts at edge of barrow pit. T2 extends 12.5 m on either side of plot center. Start of T2 is 17.5 m from edge of barrow pit. T3 starts 35m from edge of barrow pit.",squarerectangle,3600,,60,60,Yes,45,,,07/30/2024 17:03:34.517,quinnrd3,07/30/2024 17:03:34.517,quinnrd3,,-116.4879197,42.05502217
471,b22c7e24-562c-4720-b8fc-5c400f1d5cc4,ID,FY24-026,ID_BDO_FUELS_TriState_2022_FY24-026_V1,ID_BDO_TriStateFuels_2024,IDB00,18,7/24/2024 18:00,2024-07-24,Quinn Dudley,Quinn Dudley,,,,Transverse,"Plot center is 30m from edge of barrow pit. 3 parallel 25m transects, 15m apart. T1 starts at edge of barrow pit. T2 extends 12.5 m on either side of plot center. Start of T2 is 17.5 m from edge of barrow pit. T3 starts 35m from edge of barrow pit.",squarerectangle,3600,,60,60,Yes,40,,,07/30/2024 17:03:37.292,quinnrd3,07/30/2024 17:03:37.292,quinnrd3,,-116.5382389,42.04987751
472,0b509777-3162-4df4-bb8d-4215aa474019,ID,FY24-027,ID_BDO_FUELS_TriState_2022_FY24-027_V1,ID_BDO_TriStateFuels_2024,IDB00,18,7/25/2024 18:00,2024-07-25,Quinn Dudley,Malina Higgins,,,,Transverse,"Plot center is 30m from edge of barrow pit. 3 parallel 25m transects, 15m apart. T1 starts at edge of barrow pit. T2 extends 12.5 m on either side of plot center. Start of T2 is 17.5 m from edge of barrow pit. T3 starts 35m from edge of barrow pit.",squarerectangle,3600,,60,60,Yes,45,,,07/30/2024 17:03:39.791,quinnrd3,07/30/2024 17:03:39.791,quinnrd3,,-116.6092683,42.05182272
473,b8790788-2b34-470f-91ab-4380134f02e9,ID,FY24-031,ID_BDO_FUELS_TriState_2022_FY24-031_V1,ID_BDO_TriStateFuels_2024,IDB00,18,7/25/2024 18:00,2024-07-25,Quinn Dudley,Malina Higgins,,,,Transverse,"Plot center is 30m from edge of barrow pit. 3 parallel 25m transects, 15m apart. T1 starts at edge of barrow pit. T2 extends 12.5 m on either side of plot center. Start of T2 is 17.5 m from edge of barrow pit. T3 starts 35m from edge of barrow pit.",squarerectangle,3600,,60,60,Yes,45,,,07/30/2024 17:03:42.160,quinnrd3,07/30/2024 17:03:42.160,quinnrd3,,-116.6033625,41.9995037
474,305dddd6-e6f4-4418-89c4-359ad2e140b4,ID,FY24-028,ID_BDO_FUELS_TriState_2022_FY24-028_V1,ID_BDO_TriStateFuels_2024,IDB00,18,7/26/2024 18:00,2024-07-26,Quinn Dudley,Malina Higgins,,,,Transverse,"Plot center is 30m from edge of barrow pit. 3 parallel 25m transects, 15m apart. T1 starts at edge of barrow pit. T2 extends 12.5 m on either side of plot center. Start of T2 is 17.5 m from edge of barrow pit. T3 starts 35m from edge of barrow pit.",squarerectangle,3600,,60,60,Yes,45,,,07/30/2024 17:03:44.538,quinnrd3,07/30/2024 17:03:44.538,quinnrd3,,-116.8364787,42.18444241
475,0f42f35c-4814-4749-a16e-3734e7004437,ID,BFO2024-ScottTable-009,ID_BFO_GRSG_2024_BFO2024-ScottTable-009_V1,ID_BFO_GRSG_2024,IDB02,14,7/22/2024 18:00,2024-07-22,Craig Carpenter,Chris Hitsman,,,,Spoke,,circle,2827.43,30,,,Yes,16,,,08/01/2024 19:41:35.032,chitsman@blm.gov_BLM_EGIS,08/01/2024 19:41:35.032,chitsman@blm.gov_BLM_EGIS,,-115.6900521,41.98551337
476,047766ed-b810-4e63-9378-225e6f8e564e,ID,SAFO2023-086,ID_SAFO_LUP_2023_SAFO2023-086_V2,ID_SAFO_LUP_2023,IDI04,11,7/31/2024 18:00,2024-07-31,Kory Kolis,Kory Kolis,,,,Spoke,,circle,2827.43,30,,,Yes,19,AF11016,,08/05/2024 17:23:04.610,kory.kolis,08/05/2024 17:23:04.610,kory.kolis,,-112.9270989,44.28352106
477,7f05acb5-50b4-4904-a066-6cd7b75cdb2d,ID,SAFO2023-NR-014,ID_SAFO_LUP_2023_SAFO2023-NR-014_V1,ID_SAFO_LUP_2023,IDI04,11,8/1/2024 18:00,2024-08-01,Kory Kolis,Kory Kolis,,,,Spoke,,circle,2827.43,30,,,Yes,19,,,08/05/2024 17:23:08.039,kory.kolis,08/05/2024 17:23:08.039,kory.kolis,,-113.0856595,44.43211156
478,602ff024-a768-44ff-bc1a-ef78eeccec64,ID,SAFO2023-077,ID_SAFO_LUP_2023_SAFO2023-077_V2,ID_SAFO_LUP_2023,IDI04,11,8/1/2024 18:00,2024-08-01,Kory Kolis,Kory Kolis,,,,Spoke,,circle,2827.43,30,,,Yes,18,,,08/05/2024 17:23:10.295,kory.kolis,08/05/2024 17:23:10.295,kory.kolis,,-113.1611451,44.33384878
479,b20305ed-0fd7-4c7c-af41-1d0a74a7e53a,ID,SAFO2023-083,ID_SAFO_LUP_2023_SAFO2023-083_V2,ID_SAFO_LUP_2023,IDI04,11,8/2/2024 18:00,2024-08-02,Kory Kolis,Kory Kolis,,,,Spoke,,circle,2827.43,30,,,Yes,19,,,08/05/2024 17:23:12.580,kory.kolis,08/05/2024 17:23:12.580,kory.kolis,,-113.2886554,44.53450314
480,3eb156d6-45e2-491a-bf39-2c110c705a52,ID,CHFO2023-075,ID_CHFO_LUP_2023_CHFO2023-075_V2,ID_CHFO_LUP_2023,IDI03,02,7/31/2024 18:00,2024-07-31,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,20,PF02050,,08/05/2024 23:19:20.476,mcarlsberg2,08/05/2024 23:19:20.476,mcarlsberg2,,-113.627795,43.93933443
481,95b88b8c-b70e-4c90-b38e-1acaa5a73673,ID,CHFO2023-067,ID_CHFO_LUP_2023_CHFO2023-067_V2,ID_CHFO_LUP_2023,IDI03,02,7/31/2024 18:00,2024-07-31,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,30,"PF02051, PF02052, PF02053",,08/05/2024 23:19:22.385,mcarlsberg2,08/05/2024 23:19:22.385,mcarlsberg2,,-113.7711517,43.93220061
482,08b20c6e-f2a9-4a38-a915-4c1f8b2dfc2c,ID,CHFO2023-NR-014,ID_CHFO_LUP_2023_CHFO2023-NR-014_V1,ID_CHFO_LUP_2023,IDI03,02,8/1/2024 18:00,2024-08-01,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,,,08/05/2024 23:19:24.496,mcarlsberg2,08/05/2024 23:19:24.496,mcarlsberg2,,-113.7714462,44.03692966
483,e6b807e8-f386-4084-b230-a2c86112e018,ID,CHFO2023-NR-021,ID_CHFO_LUP_2023_CHFO2023-NR-021_V1,ID_CHFO_LUP_2023,IDI03,02,8/1/2024 18:00,2024-08-01,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,30,"PF02054, PF02055, PF02056, AF02015, AF02016, AF02017",,08/05/2024 23:19:26.664,mcarlsberg2,08/05/2024 23:19:26.664,mcarlsberg2,,-113.9149093,43.99161599
484,89b03c8e-3e45-4831-a209-ab3bb9a9e099,ID,CHFO2023-NR-012,ID_CHFO_LUP_2023_CHFO2023-NR-012_V1,ID_CHFO_LUP_2023,IDI03,02,8/2/2024 18:00,2024-08-02,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,SH02011,,08/05/2024 23:19:28.575,mcarlsberg2,09/04/2024 16:39:07.965,wthiel@blm.gov_BLM_EGIS,,-113.9780755,44.05372254
485,5d2b68ca-0502-438b-b6a5-4a380a03fd15,ID,CHFO2023-069,ID_CHFO_LUP_2023_CHFO2023-069_V2,ID_CHFO_LUP_2023,IDI03,02,8/2/2024 18:00,2024-08-02,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,"AF02019, AF02020",,08/05/2024 23:19:30.394,mcarlsberg2,08/05/2024 23:19:30.394,mcarlsberg2,,-114.0079175,44.08151568
486,437fc98a-23e6-491c-85ad-0da881a8be9c,ID,CHFO2023-081,ID_CHFO_LUP_2023_CHFO2023-081_V2,ID_CHFO_LUP_2023,IDI03,02,8/3/2024 18:00,2024-08-03,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,"PF02058, PF02059, PF02060, AF02021",,08/05/2024 23:19:32.456,mcarlsberg2,08/05/2024 23:19:32.456,mcarlsberg2,,-114.122304,43.94215035
487,ca8f5afd-80c8-405d-9085-77daa87c8644,ID,CHFO2023-083,ID_CHFO_LUP_2023_CHFO2023-083_V2,ID_CHFO_LUP_2023,IDI03,02,8/4/2024 18:00,2024-08-04,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,20,AS02010,,08/05/2024 23:19:34.435,mcarlsberg2,08/05/2024 23:19:34.435,mcarlsberg2,,-113.8322549,44.08467251
488,b6f704ef-7c6c-425c-a74f-c4c62443364c,ID,SAFO2023-074,ID_SAFO_LUP_2023_SAFO2023-074_V2,ID_SAFO_LUP_2023,IDI04,11,7/31/2024 18:00,2024-07-31,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,21,PF11016,,08/05/2024 23:47:26.120,jordantylerrodriguez,08/05/2024 23:47:26.120,jordantylerrodriguez,,-113.0208294,44.2636097
489,b091369a-67cc-4306-8174-2d30b628f70a,ID,SAFO2023-082,ID_SAFO_LUP_2023_SAFO2023-082_V2,ID_SAFO_LUP_2023,IDI04,11,8/1/2024 18:00,2024-08-01,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,21,PF11017,,08/05/2024 23:47:28.113,jordantylerrodriguez,08/05/2024 23:47:28.113,jordantylerrodriguez,,-113.1299484,44.41166861
490,01ad7537-c23f-4ff7-aab9-e5eef692369a,ID,SAFO2023-069,ID_SAFO_LUP_2023_SAFO2023-069_V2,ID_SAFO_LUP_2023,IDI04,11,8/2/2024 18:00,2024-08-02,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,17,"PG11002, PF11018, PF11019",,08/05/2024 23:47:29.786,jordantylerrodriguez,08/05/2024 23:47:29.786,jordantylerrodriguez,,-113.0817263,44.34236263
491,8b9b8122-9fd8-4cea-a0fc-08337d00d912,ID,USFO2023-048,ID_USFO_LUP_2023_USFO2023-048_V2,ID_USFO_LUP_2023,IDI01,05,7/31/2024 18:00,2024-07-31,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,20,"AF05404, AF05405",,08/06/2024 03:55:55.327,mmwsd12,08/06/2024 03:55:55.327,mmwsd12,,-113.3806009,44.08243722
492,ecf1ed4c-4c79-4ed4-8cd8-24dedbd25f23,ID,USFO2023-055,ID_USFO_LUP_2023_USFO2023-055_V2,ID_USFO_LUP_2023,IDI01,05,7/31/2024 18:00,2024-07-31,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,"AF05401, AF05402, AF05403",,08/06/2024 03:55:56.958,mmwsd12,08/06/2024 03:55:56.958,mmwsd12,,-112.4286157,44.37601033
493,a4f97e0d-a4b0-4789-ba5e-a76ab681c857,ID,USFO2023-071,ID_USFO_LUP_2023_USFO2023-071_V2,ID_USFO_LUP_2023,IDI01,05,8/1/2024 18:00,2024-08-01,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,AF05406,,08/06/2024 03:55:57.311,mmwsd12,08/06/2024 03:55:57.311,mmwsd12,,-113.5305984,43.70076902
494,a08b32dc-4355-4ce5-aee5-fbbdb5c39aae,ID,USFO2023-NR-014,ID_USFO_LUP_2023_USFO2023-NR-014_V1,ID_USFO_LUP_2023,IDI01,05,8/1/2024 18:00,2024-08-01,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,08/06/2024 03:55:59.146,mmwsd12,08/06/2024 03:55:59.146,mmwsd12,,-113.5151958,43.66703969
495,ff240123-7ef2-4ced-94ec-eb6bbdf2b363,ID,USFO2023-NR-021,ID_USFO_LUP_2023_USFO2023-NR-021_V1,ID_USFO_LUP_2023,IDI01,05,8/2/2024 18:00,2024-08-02,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/06/2024 03:56:01.282,mmwsd12,08/06/2024 03:56:01.282,mmwsd12,,-113.3877064,43.92705643
496,9fba0218-adf7-4e55-be20-46bd4e68a3ad,ID,USFO2023-061,ID_USFO_LUP_2023_USFO2023-061_V1,ID_USFO_LUP_2023,IDI01,05,8/3/2024 18:00,2024-08-03,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/06/2024 03:56:03.435,mmwsd12,08/06/2024 03:56:03.435,mmwsd12,,-112.4434415,43.62825287
